covariate_id,covariate_name,covariate_analysis_id,analysis_id,database_id
4205810212,condition_era group during day -30 through 0 days relative to index: Abscess of back,212,1,cdm_premier_covid_v1240
4205813212,condition_era group during day -30 through 0 days relative to index: Prostate mass,212,1,cdm_premier_covid_v1240
4205814212,condition_era group during day -30 through 0 days relative to index: Infection of penis,212,1,cdm_premier_covid_v1240
4207302212,condition_era group during day -30 through 0 days relative to index: Male genital infection,212,1,cdm_premier_covid_v1240
4207307212,condition_era group during day -30 through 0 days relative to index: Infective meningitis,212,1,cdm_premier_covid_v1240
4029498212,condition_era group during day -30 through 0 days relative to index: Seizure disorder,212,1,cdm_premier_covid_v1240
4029499212,condition_era group during day -30 through 0 days relative to index: Infectious disease of brain,212,1,cdm_premier_covid_v1240
4128228212,condition_era group during day -30 through 0 days relative to index: Chronic drug-induced renal disease,212,1,cdm_premier_covid_v1240
4236312212,condition_era group during day -30 through 0 days relative to index: Complex partial epileptic seizure,212,1,cdm_premier_covid_v1240
4236484212,condition_era group during day -30 through 0 days relative to index: Paresthesia,212,1,cdm_premier_covid_v1240
4196809212,condition_era group during day -30 through 0 days relative to index: Chronic vascular insufficiency,212,1,cdm_premier_covid_v1240
4195436212,condition_era group during day -30 through 0 days relative to index: Abscess of groin,212,1,cdm_premier_covid_v1240
4195475212,condition_era group during day -30 through 0 days relative to index: Behavior showing reduced motor activity,212,1,cdm_premier_covid_v1240
43021807212,condition_era group during day -30 through 0 days relative to index: Allergic conjunctivitis,212,1,cdm_premier_covid_v1240
44782421212,condition_era group during day -30 through 0 days relative to index: Acute deep venous thrombosis of upper extremity,212,1,cdm_premier_covid_v1240
44782429212,condition_era group during day -30 through 0 days relative to index: Chronic kidney disease due to hypertension,212,1,cdm_premier_covid_v1240
44782446212,condition_era group during day -30 through 0 days relative to index: Pressure ulcer of ankle,212,1,cdm_premier_covid_v1240
44782447212,condition_era group during day -30 through 0 days relative to index: Pressure ulcer of hip,212,1,cdm_premier_covid_v1240
44782455212,condition_era group during day -30 through 0 days relative to index: Monoarthritis of knee,212,1,cdm_premier_covid_v1240
44782478212,condition_era group during day -30 through 0 days relative to index: Hereditary cancer-predisposing syndrome,212,1,cdm_premier_covid_v1240
4034959212,condition_era group during day -30 through 0 days relative to index: Hyperglycemic disorder,212,1,cdm_premier_covid_v1240
4034964212,condition_era group during day -30 through 0 days relative to index: Abnormal metabolic state due to diabetes mellitus,212,1,cdm_premier_covid_v1240
4034966212,condition_era group during day -30 through 0 days relative to index: Hyperglycemic disorder in pregnancy,212,1,cdm_premier_covid_v1240
4034969212,condition_era group during day -30 through 0 days relative to index: Drug-induced hypoglycemia,212,1,cdm_premier_covid_v1240
4120607212,condition_era group during day -30 through 0 days relative to index: Lymphocytoid disorder,212,1,cdm_premier_covid_v1240
4120609212,condition_era group during day -30 through 0 days relative to index: Factor VIII deficiency,212,1,cdm_premier_covid_v1240
4120613212,condition_era group during day -30 through 0 days relative to index: Acquired coagulation disorder,212,1,cdm_premier_covid_v1240
4121629212,condition_era group during day -30 through 0 days relative to index: Carotid artery aneurysm,212,1,cdm_premier_covid_v1240
4049466212,condition_era group during day -30 through 0 days relative to index: Gastric ulcer with hemorrhage,212,1,cdm_premier_covid_v1240
4049477212,condition_era group during day -30 through 0 days relative to index: Psychogenic polydipsia,212,1,cdm_premier_covid_v1240
4216139212,condition_era group during day -30 through 0 days relative to index: Plasmacytoma,212,1,cdm_premier_covid_v1240
4216185212,condition_era group during day -30 through 0 days relative to index: Open wound of upper limb,212,1,cdm_premier_covid_v1240
4216188212,condition_era group during day -30 through 0 days relative to index: Nummular eczema,212,1,cdm_premier_covid_v1240
4216200212,condition_era group during day -30 through 0 days relative to index: Joint function disorder,212,1,cdm_premier_covid_v1240
4233689212,condition_era group during day -30 through 0 days relative to index: Postcapillary pulmonary hypertension,212,1,cdm_premier_covid_v1240
252655212,condition_era group during day -30 through 0 days relative to index: Group B streptococcal pneumonia,212,1,cdm_premier_covid_v1240
252662212,condition_era group during day -30 through 0 days relative to index: Tracheobronchial disorder,212,1,cdm_premier_covid_v1240
252840212,condition_era group during day -30 through 0 days relative to index: Primary malignant neoplasm of upper respiratory tract,212,1,cdm_premier_covid_v1240
252936212,condition_era group during day -30 through 0 days relative to index: Allergic rhinitis due to animals,212,1,cdm_premier_covid_v1240
139099212,condition_era group during day -30 through 0 days relative to index: Ingrowing nail,212,1,cdm_premier_covid_v1240
139110212,condition_era group during day -30 through 0 days relative to index: Intervertebral disc disorder of thoracic region with myelopathy,212,1,cdm_premier_covid_v1240
199078212,condition_era group during day -30 through 0 days relative to index: Vaginal wall prolapse,212,1,cdm_premier_covid_v1240
199089212,condition_era group during day -30 through 0 days relative to index: Laceration of cervix - obstetric,212,1,cdm_premier_covid_v1240
199151212,condition_era group during day -30 through 0 days relative to index: Must strain to pass urine,212,1,cdm_premier_covid_v1240
199718212,condition_era group during day -30 through 0 days relative to index: Enteritis due to rotavirus,212,1,cdm_premier_covid_v1240
199752212,condition_era group during day -30 through 0 days relative to index: Secondary malignant neoplasm of ovary,212,1,cdm_premier_covid_v1240
199754212,condition_era group during day -30 through 0 days relative to index: Primary malignant neoplasm of pancreas,212,1,cdm_premier_covid_v1240
199764212,condition_era group during day -30 through 0 days relative to index: Benign neoplasm of ovary,212,1,cdm_premier_covid_v1240
199771212,condition_era group during day -30 through 0 days relative to index: Carcinoid syndrome,212,1,cdm_premier_covid_v1240
199837212,condition_era group during day -30 through 0 days relative to index: Portal vein thrombosis,212,1,cdm_premier_covid_v1240
199856212,condition_era group during day -30 through 0 days relative to index: Varicose veins of lower extremity with inflammation,212,1,cdm_premier_covid_v1240
199860212,condition_era group during day -30 through 0 days relative to index: Hernia of abdominal cavity,212,1,cdm_premier_covid_v1240
199863212,condition_era group during day -30 through 0 days relative to index: Primary bacterial peritonitis,212,1,cdm_premier_covid_v1240
199866212,condition_era group during day -30 through 0 days relative to index: Acute gastritis,212,1,cdm_premier_covid_v1240
199870212,condition_era group during day -30 through 0 days relative to index: Renal vascular disorder,212,1,cdm_premier_covid_v1240
199876212,condition_era group during day -30 through 0 days relative to index: Prolapse of female genital organs,212,1,cdm_premier_covid_v1240
199879212,condition_era group during day -30 through 0 days relative to index: Fistula of the female genital organs,212,1,cdm_premier_covid_v1240
136949212,condition_era group during day -30 through 0 days relative to index: Refractory anemia with excess blasts,212,1,cdm_premier_covid_v1240
136960212,condition_era group during day -30 through 0 days relative to index: Vascular myelopathy,212,1,cdm_premier_covid_v1240
137005212,condition_era group during day -30 through 0 days relative to index: Tracheostomy complication,212,1,cdm_premier_covid_v1240
137053212,condition_era group during day -30 through 0 days relative to index: Seborrheic dermatitis,212,1,cdm_premier_covid_v1240
137077212,condition_era group during day -30 through 0 days relative to index: Chronic osteomyelitis of ankle and/or foot,212,1,cdm_premier_covid_v1240
137111212,"condition_era group during day -30 through 0 days relative to index: Closed fracture scapula, coracoid",212,1,cdm_premier_covid_v1240
4152280212,condition_era group during day -30 through 0 days relative to index: Major depressive disorder,212,1,cdm_premier_covid_v1240
4035966212,condition_era group during day -30 through 0 days relative to index: Poisoning by cannabis derivative,212,1,cdm_premier_covid_v1240
4130359212,condition_era group during day -30 through 0 days relative to index: Upper extremity lymphadenopathy,212,1,cdm_premier_covid_v1240
4037303212,condition_era group during day -30 through 0 days relative to index: Harmful thoughts,212,1,cdm_premier_covid_v1240
4037495212,condition_era group during day -30 through 0 days relative to index: Dilated cardiomyopathy secondary to peripartum heart disease,212,1,cdm_premier_covid_v1240
4134605212,condition_era group during day -30 through 0 days relative to index: Optic disc disorder,212,1,cdm_premier_covid_v1240
4134606212,condition_era group during day -30 through 0 days relative to index: Congenital anomaly of digestive organ,212,1,cdm_premier_covid_v1240
4134607212,condition_era group during day -30 through 0 days relative to index: Diarrheal disorder,212,1,cdm_premier_covid_v1240
4134613212,condition_era group during day -30 through 0 days relative to index: Eye infection,212,1,cdm_premier_covid_v1240
4133007212,condition_era group during day -30 through 0 days relative to index: Neoplasm of lymph nodes of multiple sites,212,1,cdm_premier_covid_v1240
4133012212,condition_era group during day -30 through 0 days relative to index: Intertrochanteric fracture,212,1,cdm_premier_covid_v1240
4133026212,condition_era group during day -30 through 0 days relative to index: Acute skin disorder,212,1,cdm_premier_covid_v1240
4133027212,condition_era group during day -30 through 0 days relative to index: Acute disease of bone,212,1,cdm_premier_covid_v1240
4133029212,condition_era group during day -30 through 0 days relative to index: Primigravida,212,1,cdm_premier_covid_v1240
437312212,condition_era group during day -30 through 0 days relative to index: Bleeding,212,1,cdm_premier_covid_v1240
437342212,condition_era group during day -30 through 0 days relative to index: Abnormality of forces of labor,212,1,cdm_premier_covid_v1240
437385212,condition_era group during day -30 through 0 days relative to index: Intracranial injury with loss of consciousness,212,1,cdm_premier_covid_v1240
437390212,condition_era group during day -30 through 0 days relative to index: Hypoxemia,212,1,cdm_premier_covid_v1240
438693212,condition_era group during day -30 through 0 days relative to index: Primary malignant neoplasm of mediastinum,212,1,cdm_premier_covid_v1240
437394212,condition_era group during day -30 through 0 days relative to index: Closed fracture of lower end of forearm,212,1,cdm_premier_covid_v1240
4114336212,condition_era group during day -30 through 0 days relative to index: Benign neoplasm of abdomen,212,1,cdm_premier_covid_v1240
4113237212,condition_era group during day -30 through 0 days relative to index: Intraspinal space-occupying lesion,212,1,cdm_premier_covid_v1240
4276195212,condition_era group during day -30 through 0 days relative to index: Hyperglycinemia,212,1,cdm_premier_covid_v1240
4100152212,condition_era group during day -30 through 0 days relative to index: Atrioventricular septal defect and common atrioventricular junction,212,1,cdm_premier_covid_v1240
4314247212,condition_era group during day -30 through 0 days relative to index: Accidental poisoning by cocaine,212,1,cdm_premier_covid_v1240
4314257212,condition_era group during day -30 through 0 days relative to index: Campylobacteriosis,212,1,cdm_premier_covid_v1240
4136551212,condition_era group during day -30 through 0 days relative to index: Tendon strain,212,1,cdm_premier_covid_v1240
4136557212,condition_era group during day -30 through 0 days relative to index: Displacements - bone,212,1,cdm_premier_covid_v1240
4135731212,condition_era group during day -30 through 0 days relative to index: Fracture of frontonasoethmoidal complex,212,1,cdm_premier_covid_v1240
4135743212,condition_era group during day -30 through 0 days relative to index: Fracture of distal end of ulna,212,1,cdm_premier_covid_v1240
4135748212,condition_era group during day -30 through 0 days relative to index: Subtrochanteric fracture of femur,212,1,cdm_premier_covid_v1240
4135749212,condition_era group during day -30 through 0 days relative to index: Fracture of distal end of femur,212,1,cdm_premier_covid_v1240
4135751212,condition_era group during day -30 through 0 days relative to index: Fracture of talus,212,1,cdm_premier_covid_v1240
443796212,condition_era group during day -30 through 0 days relative to index: Infectious peritonitis,212,1,cdm_premier_covid_v1240
443797212,condition_era group during day -30 through 0 days relative to index: Severe manic bipolar I disorder without psychotic features,212,1,cdm_premier_covid_v1240
443943212,condition_era group during day -30 through 0 days relative to index: Herpes zoster,212,1,cdm_premier_covid_v1240
4155902212,condition_era group during day -30 through 0 days relative to index: Wax in ear canal,212,1,cdm_premier_covid_v1240
4155909212,condition_era group during day -30 through 0 days relative to index: Anesthesia of skin,212,1,cdm_premier_covid_v1240
4155336212,condition_era group during day -30 through 0 days relative to index: Psychoactive substance-induced organic hallucinosis,212,1,cdm_premier_covid_v1240
4163851212,condition_era group during day -30 through 0 days relative to index: Multiple birth,212,1,cdm_premier_covid_v1240
4163900212,condition_era group during day -30 through 0 days relative to index: Bacterial folliculitis,212,1,cdm_premier_covid_v1240
4092411212,condition_era group during day -30 through 0 days relative to index: Self-injurious behavior,212,1,cdm_premier_covid_v1240
4111016212,condition_era group during day -30 through 0 days relative to index: Tumor of ill-defined site,212,1,cdm_premier_covid_v1240
4111017212,condition_era group during day -30 through 0 days relative to index: Neoplasm of head and neck,212,1,cdm_premier_covid_v1240
4111018212,condition_era group during day -30 through 0 days relative to index: Neoplasm of thorax,212,1,cdm_premier_covid_v1240
4112387212,condition_era group during day -30 through 0 days relative to index: Disseminated tuberculosis,212,1,cdm_premier_covid_v1240
4093481212,condition_era group during day -30 through 0 days relative to index: Penicillosis,212,1,cdm_premier_covid_v1240
4010371212,"condition_era group during day -30 through 0 days relative to index: Closed fracture of ulna, lower epiphysis",212,1,cdm_premier_covid_v1240
4108680212,"condition_era group during day -30 through 0 days relative to index: Thrombosis of atrium, auricular appendage, and ventricle due to and following acute myocardial infarction",212,1,cdm_premier_covid_v1240
4107225212,condition_era group during day -30 through 0 days relative to index: Rupture of heart,212,1,cdm_premier_covid_v1240
4117865212,condition_era group during day -30 through 0 days relative to index: Radiation respiratory disease,212,1,cdm_premier_covid_v1240
4117866212,condition_era group during day -30 through 0 days relative to index: Acute perforated appendicitis,212,1,cdm_premier_covid_v1240
4117881212,condition_era group during day -30 through 0 days relative to index: Elbow joint effusion,212,1,cdm_premier_covid_v1240
4270932212,condition_era group during day -30 through 0 days relative to index: Pain in testicle,212,1,cdm_premier_covid_v1240
4304101212,condition_era group during day -30 through 0 days relative to index: Narrow angle,212,1,cdm_premier_covid_v1240
4123594212,condition_era group during day -30 through 0 days relative to index: Tumor of oral cavity,212,1,cdm_premier_covid_v1240
4123726212,condition_era group during day -30 through 0 days relative to index: Impacted tooth,212,1,cdm_premier_covid_v1240
4169905212,condition_era group during day -30 through 0 days relative to index: Foot pain,212,1,cdm_premier_covid_v1240
4124325212,condition_era group during day -30 through 0 days relative to index: Lesion of vulva,212,1,cdm_premier_covid_v1240
4122936212,condition_era group during day -30 through 0 days relative to index: Erythrocyte membrane abnormality,212,1,cdm_premier_covid_v1240
320835212,condition_era group during day -30 through 0 days relative to index: Tetralogy of Fallot,212,1,cdm_premier_covid_v1240
321042212,condition_era group during day -30 through 0 days relative to index: Cardiac arrest,212,1,cdm_premier_covid_v1240
321052212,condition_era group during day -30 through 0 days relative to index: Peripheral vascular disease,212,1,cdm_premier_covid_v1240
373404212,condition_era group during day -30 through 0 days relative to index: Ophthalmic herpes simplex,212,1,cdm_premier_covid_v1240
321074212,"condition_era group during day -30 through 0 days relative to index: Pre-existing hypertension complicating pregnancy, childbirth and puerperium",212,1,cdm_premier_covid_v1240
374948212,condition_era group during day -30 through 0 days relative to index: Acute secretory otitis media,212,1,cdm_premier_covid_v1240
321107212,condition_era group during day -30 through 0 days relative to index: Congenital insufficiency of aortic valve,212,1,cdm_premier_covid_v1240
373425212,condition_era group during day -30 through 0 days relative to index: Secondary malignant neoplasm of nervous system,212,1,cdm_premier_covid_v1240
321109212,condition_era group during day -30 through 0 days relative to index: Congenital anomaly of coronary artery,212,1,cdm_premier_covid_v1240
373432212,condition_era group during day -30 through 0 days relative to index: Benign neoplasm of nervous system,212,1,cdm_premier_covid_v1240
374954212,condition_era group during day -30 through 0 days relative to index: Optic neuritis,212,1,cdm_premier_covid_v1240
321119212,condition_era group during day -30 through 0 days relative to index: Coarctation of aorta,212,1,cdm_premier_covid_v1240
373449212,condition_era group during day -30 through 0 days relative to index: Drug-induced delirium,212,1,cdm_premier_covid_v1240
321263212,condition_era group during day -30 through 0 days relative to index: Sickle cell-thalassemia disease without crisis,212,1,cdm_premier_covid_v1240
321314212,condition_era group during day -30 through 0 days relative to index: Abdominal aortic aneurysm without rupture,212,1,cdm_premier_covid_v1240
373470212,condition_era group during day -30 through 0 days relative to index: Toxic polyneuropathy,212,1,cdm_premier_covid_v1240
375077212,condition_era group during day -30 through 0 days relative to index: Neglect of one side of body,212,1,cdm_premier_covid_v1240
321318212,condition_era group during day -30 through 0 days relative to index: Angina pectoris,212,1,cdm_premier_covid_v1240
373474212,condition_era group during day -30 through 0 days relative to index: Diplopia,212,1,cdm_premier_covid_v1240
376415212,condition_era group during day -30 through 0 days relative to index: Hypermetropia,212,1,cdm_premier_covid_v1240
321319212,condition_era group during day -30 through 0 days relative to index: Cardiomyopathy,212,1,cdm_premier_covid_v1240
4095168212,"condition_era group during day -30 through 0 days relative to index: Malignant neoplasm, overlapping lesion of bladder",212,1,cdm_premier_covid_v1240
4098950212,condition_era group during day -30 through 0 days relative to index: Sycosis,212,1,cdm_premier_covid_v1240
4180792212,condition_era group during day -30 through 0 days relative to index: Malignant tumor of rectosigmoid junction,212,1,cdm_premier_covid_v1240
4183009212,condition_era group during day -30 through 0 days relative to index: Jejunal ulcer,212,1,cdm_premier_covid_v1240
4183031212,condition_era group during day -30 through 0 days relative to index: Degeneration of cervicothoracic intervertebral disc,212,1,cdm_premier_covid_v1240
4183040212,condition_era group during day -30 through 0 days relative to index: Posterior uveitis,212,1,cdm_premier_covid_v1240
4221119212,condition_era group during day -30 through 0 days relative to index: Tracheostomy hemorrhage,212,1,cdm_premier_covid_v1240
4221288212,condition_era group during day -30 through 0 days relative to index: Orgasm disorder,212,1,cdm_premier_covid_v1240
4174655212,condition_era group during day -30 through 0 days relative to index: Fracture of coracoid process of scapula,212,1,cdm_premier_covid_v1240
4127201212,condition_era group during day -30 through 0 days relative to index: Hypertonic contractions,212,1,cdm_premier_covid_v1240
4126106212,condition_era group during day -30 through 0 days relative to index: Specific renal tubule transport defect,212,1,cdm_premier_covid_v1240
4191611212,condition_era group during day -30 through 0 days relative to index: Lumbosacral radiculoplexus neuropathy due to diabetes mellitus,212,1,cdm_premier_covid_v1240
439349212,condition_era group during day -30 through 0 days relative to index: Cystitis associated with another disorder,212,1,cdm_premier_covid_v1240
438827212,condition_era group during day -30 through 0 days relative to index: Foreign body granuloma of subcutaneous tissue,212,1,cdm_premier_covid_v1240
438836212,condition_era group during day -30 through 0 days relative to index: Poliomyelitis osteopathy of the lower leg,212,1,cdm_premier_covid_v1240
4093849212,condition_era group during day -30 through 0 days relative to index: Aging,212,1,cdm_premier_covid_v1240
4094742212,condition_era group during day -30 through 0 days relative to index: Unstable knee,212,1,cdm_premier_covid_v1240
4088373212,condition_era group during day -30 through 0 days relative to index: Alcohol intoxication delirium,212,1,cdm_premier_covid_v1240
4056428212,condition_era group during day -30 through 0 days relative to index: Open wound of toe(s) with damage to nail,212,1,cdm_premier_covid_v1240
4056479212,"condition_era group during day -30 through 0 days relative to index: Chronic nephritic syndrome, focal and segmental glomerular lesions",212,1,cdm_premier_covid_v1240
4057927212,condition_era group during day -30 through 0 days relative to index: Corrosions involving 30-39% of body surface,212,1,cdm_premier_covid_v1240
4289526212,condition_era group during day -30 through 0 days relative to index: Nonulcer dyspepsia,212,1,cdm_premier_covid_v1240
4306410212,condition_era group during day -30 through 0 days relative to index: Neutrophil count abnormal,212,1,cdm_premier_covid_v1240
4306413212,condition_era group during day -30 through 0 days relative to index: Lymphocyte count abnormal,212,1,cdm_premier_covid_v1240
4306943212,condition_era group during day -30 through 0 days relative to index: Epidural hemorrhage,212,1,cdm_premier_covid_v1240
4307981212,condition_era group during day -30 through 0 days relative to index: Clostridium difficile colitis,212,1,cdm_premier_covid_v1240
4094458212,condition_era group during day -30 through 0 days relative to index: Insect bite to leg - nonvenomous,212,1,cdm_premier_covid_v1240
4337373212,"condition_era group during day -30 through 0 days relative to index: Embolism due to any device, implant AND/OR graft",212,1,cdm_premier_covid_v1240
4130517212,condition_era group during day -30 through 0 days relative to index: Neoplasm of descending colon,212,1,cdm_premier_covid_v1240
4130518212,condition_era group during day -30 through 0 days relative to index: Neoplasm of liver,212,1,cdm_premier_covid_v1240
4130519212,condition_era group during day -30 through 0 days relative to index: Neoplasm of intrahepatic bile ducts,212,1,cdm_premier_covid_v1240
4130520212,condition_era group during day -30 through 0 days relative to index: Neoplasm of gallbladder,212,1,cdm_premier_covid_v1240
4130521212,condition_era group during day -30 through 0 days relative to index: Neoplasm of body of pancreas,212,1,cdm_premier_covid_v1240
4130522212,condition_era group during day -30 through 0 days relative to index: Neoplasm of endocrine pancreas,212,1,cdm_premier_covid_v1240
4130532212,condition_era group during day -30 through 0 days relative to index: Neoplasm of uterine adnexa,212,1,cdm_premier_covid_v1240
4130533212,condition_era group during day -30 through 0 days relative to index: Neoplasm of fallopian tube,212,1,cdm_premier_covid_v1240
4130536212,condition_era group during day -30 through 0 days relative to index: Neoplasm of areola of female breast,212,1,cdm_premier_covid_v1240
4130537212,condition_era group during day -30 through 0 days relative to index: Neoplasm of male breast,212,1,cdm_premier_covid_v1240
4130541212,condition_era group during day -30 through 0 days relative to index: Neoplasm of frontal lobe,212,1,cdm_premier_covid_v1240
4130542212,condition_era group during day -30 through 0 days relative to index: Neoplasm of cerebral meninges,212,1,cdm_premier_covid_v1240
4128914212,condition_era group during day -30 through 0 days relative to index: Fracture of multiple ribs,212,1,cdm_premier_covid_v1240
4248870212,condition_era group during day -30 through 0 days relative to index: Visceroptosis,212,1,cdm_premier_covid_v1240
4284844212,condition_era group during day -30 through 0 days relative to index: Subacute osteomyelitis,212,1,cdm_premier_covid_v1240
4279681212,condition_era group during day -30 through 0 days relative to index: Hepatosplenomegaly,212,1,cdm_premier_covid_v1240
4285717212,condition_era group during day -30 through 0 days relative to index: SLE glomerulonephritis syndrome,212,1,cdm_premier_covid_v1240
4285734212,condition_era group during day -30 through 0 days relative to index: Instability of joint,212,1,cdm_premier_covid_v1240
4169747212,condition_era group during day -30 through 0 days relative to index: Increased uric acid level,212,1,cdm_premier_covid_v1240
4004990212,condition_era group during day -30 through 0 days relative to index: Contusion of periorbital region,212,1,cdm_premier_covid_v1240
4006480212,condition_era group during day -30 through 0 days relative to index: Mechanical complication of nervous system device,212,1,cdm_premier_covid_v1240
4006481212,condition_era group during day -30 through 0 days relative to index: Mechanical complication of genitourinary device,212,1,cdm_premier_covid_v1240
4183247212,condition_era group during day -30 through 0 days relative to index: Deformity of thoracic spine,212,1,cdm_premier_covid_v1240
4183249212,condition_era group during day -30 through 0 days relative to index: Thoracic spine inflamed,212,1,cdm_premier_covid_v1240
4181883212,condition_era group during day -30 through 0 days relative to index: Foreign body of skin of lower limb,212,1,cdm_premier_covid_v1240
4183422212,condition_era group during day -30 through 0 days relative to index: Subclinical hypothyroidism,212,1,cdm_premier_covid_v1240
4183452212,condition_era group during day -30 through 0 days relative to index: Otitis,212,1,cdm_premier_covid_v1240
4062791212,"condition_era group during day -30 through 0 days relative to index: Endocrine, nutritional and metabolic disease complicating pregnancy, childbirth and puerperium",212,1,cdm_premier_covid_v1240
4062098212,condition_era group during day -30 through 0 days relative to index: Calcinosis cutis,212,1,cdm_premier_covid_v1240
433401212,condition_era group during day -30 through 0 days relative to index: Coccidiosis,212,1,cdm_premier_covid_v1240
433403212,condition_era group during day -30 through 0 days relative to index: Viral meningitis,212,1,cdm_premier_covid_v1240
433405212,condition_era group during day -30 through 0 days relative to index: Proteus infection,212,1,cdm_premier_covid_v1240
433413212,condition_era group during day -30 through 0 days relative to index: Disease due to Adenovirus,212,1,cdm_premier_covid_v1240
433415212,condition_era group during day -30 through 0 days relative to index: Candidal endocarditis,212,1,cdm_premier_covid_v1240
433435212,condition_era group during day -30 through 0 days relative to index: Carcinoma in situ,212,1,cdm_premier_covid_v1240
433440212,condition_era group during day -30 through 0 days relative to index: Dysthymia,212,1,cdm_premier_covid_v1240
436295212,condition_era group during day -30 through 0 days relative to index: Poisoning by antihypertensive agent,212,1,cdm_premier_covid_v1240
436334212,condition_era group during day -30 through 0 days relative to index: Infection by Trypanosoma cruzi,212,1,cdm_premier_covid_v1240
436339212,condition_era group during day -30 through 0 days relative to index: Bacterial infection due to Klebsiella pneumoniae,212,1,cdm_premier_covid_v1240
436348212,condition_era group during day -30 through 0 days relative to index: Primary malignant neoplasm of anal canal,212,1,cdm_premier_covid_v1240
435028212,condition_era group during day -30 through 0 days relative to index: Puerperal pyrexia of unknown origin,212,1,cdm_premier_covid_v1240
435081212,condition_era group during day -30 through 0 days relative to index: Abnormal findings diagnostic imaging heart+coronary circulat,212,1,cdm_premier_covid_v1240
435082212,condition_era group during day -30 through 0 days relative to index: Closed fracture of nasal bones,212,1,cdm_premier_covid_v1240
435093212,condition_era group during day -30 through 0 days relative to index: Closed fracture of femur,212,1,cdm_premier_covid_v1240
435119212,condition_era group during day -30 through 0 days relative to index: Late effect of injury,212,1,cdm_premier_covid_v1240
4092072212,condition_era group during day -30 through 0 days relative to index: Malignant tumor of body of pancreas,212,1,cdm_premier_covid_v1240
4095399212,condition_era group during day -30 through 0 days relative to index: Cellulitis of perineum,212,1,cdm_premier_covid_v1240
4095436212,condition_era group during day -30 through 0 days relative to index: Malignant tumor of tail of pancreas,212,1,cdm_premier_covid_v1240
4179996212,condition_era group during day -30 through 0 days relative to index: Complication of procedure by procedure type,212,1,cdm_premier_covid_v1240
4179999212,condition_era group during day -30 through 0 days relative to index: Congenital anomaly of back,212,1,cdm_premier_covid_v1240
4180001212,condition_era group during day -30 through 0 days relative to index: Congenital anomaly of body wall,212,1,cdm_premier_covid_v1240
4180010212,condition_era group during day -30 through 0 days relative to index: Degenerative disorder of cartilage,212,1,cdm_premier_covid_v1240
4180012212,condition_era group during day -30 through 0 days relative to index: Degenerative disorder of muscle,212,1,cdm_premier_covid_v1240
4178664212,condition_era group during day -30 through 0 days relative to index: Anomaly of chromosome pair,212,1,cdm_premier_covid_v1240
4178665212,condition_era group during day -30 through 0 days relative to index: Antibody-mediated cytolysis,212,1,cdm_premier_covid_v1240
4178673212,condition_era group during day -30 through 0 days relative to index: Congenital anomaly of lower trunk,212,1,cdm_premier_covid_v1240
4178676212,condition_era group during day -30 through 0 days relative to index: Congenital anomaly of upper trunk,212,1,cdm_premier_covid_v1240
4178680212,condition_era group during day -30 through 0 days relative to index: Degenerative disorder of musculoskeletal system,212,1,cdm_premier_covid_v1240
4180158212,condition_era group during day -30 through 0 days relative to index: Hereditary disorder by system,212,1,cdm_premier_covid_v1240
4180166212,condition_era group during day -30 through 0 days relative to index: Infection of axilla,212,1,cdm_premier_covid_v1240
4180167212,condition_era group during day -30 through 0 days relative to index: Infectious disorder of joint,212,1,cdm_premier_covid_v1240
4180170212,condition_era group during day -30 through 0 days relative to index: Inflammatory disorder of the respiratory tract,212,1,cdm_premier_covid_v1240
4162701212,condition_era group during day -30 through 0 days relative to index: Abducens nerve disorder,212,1,cdm_premier_covid_v1240
4161410212,condition_era group during day -30 through 0 days relative to index: Cyst of breast,212,1,cdm_premier_covid_v1240
4161417212,condition_era group during day -30 through 0 days relative to index: Bradykinesia,212,1,cdm_premier_covid_v1240
4161421212,condition_era group during day -30 through 0 days relative to index: Hereditary nephritis,212,1,cdm_premier_covid_v1240
4254485212,condition_era group during day -30 through 0 days relative to index: Finding related to attentiveness,212,1,cdm_premier_covid_v1240
4253962212,"condition_era group during day -30 through 0 days relative to index: Attention deficit hyperactivity disorder, predominantly hyperactive impulsive type",212,1,cdm_premier_covid_v1240
4256761212,condition_era group during day -30 through 0 days relative to index: Imaging result abnormal,212,1,cdm_premier_covid_v1240
40539858212,condition_era group during day -30 through 0 days relative to index: Pregnancy with abortive outcome,212,1,cdm_premier_covid_v1240
40405599212,condition_era group during day -30 through 0 days relative to index: Fibromyalgia,212,1,cdm_premier_covid_v1240
4173938212,condition_era group during day -30 through 0 days relative to index: Mass lesion of brain,212,1,cdm_premier_covid_v1240
4269569212,condition_era group during day -30 through 0 days relative to index: Disturbance of perception associated with conversion and dissociative phenomenon,212,1,cdm_premier_covid_v1240
321483212,condition_era group during day -30 through 0 days relative to index: Respiratory complication,212,1,cdm_premier_covid_v1240
321588212,condition_era group during day -30 through 0 days relative to index: Heart disease,212,1,cdm_premier_covid_v1240
321596212,condition_era group during day -30 through 0 days relative to index: Peripheral venous insufficiency,212,1,cdm_premier_covid_v1240
321661212,condition_era group during day -30 through 0 days relative to index: Spinal stenosis of thoracic region,212,1,cdm_premier_covid_v1240
321689212,condition_era group during day -30 through 0 days relative to index: Apnea,212,1,cdm_premier_covid_v1240
321710212,condition_era group during day -30 through 0 days relative to index: Contusion to heart,212,1,cdm_premier_covid_v1240
